                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     100                                      886                  1.3000000000000000E+000                  2.0000000000000000E-002                  4.1408986761007136E+003                  6.9014978768345213E+002                  1.7302956879747339E+005                  1.5209670297103097E+001                  4.3398269239924240E-003                  1.5897822181171611E+002                  1.0457733497261793E-099                  1.0897652797146607E-099                  7.7368079679742276E-038                  2.4767849193514890E-001                  1.1617505996958125E-099                  7.2633816180981881E-001                  1.8814854295073594E-003                  1.3000000000000000E+000                  0.0000000000000000E+000                  9.4218779057306461E-008                  3.9425169182927643E-012                  9.9821643823909494E-006                  3.6683801686451623E-001                  1.2249957541869533E-007                  8.9975744403643321E-001                  2.4532779542609413E-003                  1.2999997688851557E+000                  1.2999836296249254E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5095392638080019E+000                  6.0294181389061797E+008                  8.5471938221277809E+008                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8068978173221165E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3067682406091589E+011                               "r24.03.1"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20241017"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.3000000000000000E+000                 -2.3625275901773191E+000                  5.7130862097998039E+000                 -3.4980282764579167E+000                  1.0343541239264134E+001                  6.9999997521714907E-001                  2.8000031580568902E-001                  1.9999708977161967E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.2999999999999867E+000                 -2.3626329153456620E+000                  5.8802800445192247E+000                 -3.1908859243073961E+000                  1.0820244084759116E+001                  6.9999997521714907E-001                  2.8000031580568902E-001                  1.9999708977161967E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.2999999999999732E+000                 -2.3626848701527994E+000                  5.9160923167228257E+000                 -3.0013987973989260E+000                  1.1044541935378991E+001                  6.9999993077223177E-001                  2.8000036029882613E-001                  1.9999708928942095E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.2999999999999594E+000                 -2.3627194148252042E+000                  5.9466307537443805E+000                 -2.8691805381464612E+000                  1.1206876954598737E+001                  6.9999989719252043E-001                  2.8000039391496856E-001                  1.9999708892511014E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.2999999999999428E+000                 -2.3627503926043185E+000                  5.9731473797945585E+000                 -2.7626551013073062E+000                  1.1339664849084139E+001                  6.9999985889717764E-001                  2.8000043225185894E-001                  1.9999708850963360E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.2999999999999245E+000                 -2.3627768077569442E+000                  5.9983062538088951E+000                 -2.6675682837212689E+000                  1.1459740461108550E+001                  6.9999981266053413E-001                  2.8000047853866572E-001                  1.9999708800800153E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.2999999999999006E+000                 -2.3628047833394090E+000                  6.0164372154587022E+000                 -2.5986180830453129E+000                  1.1546698625477722E+001                  6.9999977019533499E-001                  2.8000052104993622E-001                  1.9999708754728784E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.2999999999998857E+000                 -2.3628194312178445E+000                  6.0278680097044930E+000                 -2.5566862657364577E+000                  1.1599999976367078E+001                  6.9999973966931373E-001                  2.8000055160907594E-001                  1.9999708721610387E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.2999999999998726E+000                 -2.3628312978613430E+000                  6.0375808972622691E+000                 -2.5214480936695813E+000                  1.1644903315245889E+001                  6.9999971080302503E-001                  2.8000058050668236E-001                  1.9999708690292550E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
